outcome,var,encoded,coef,odds_ratio,conf_lower,conf_upper,pval
SMMANY_ind,bed_size_ohe,1,0.48102773332759236,1.617736149486167,1.4985260551195523,1.7464295935418628,0.0
SMMANY_ind,bed_size_ohe,2,0.8176272276020493,2.2651188446486556,2.127348121568211,2.4118118367012875,0.0
SMMANY_ind,bed_size_ohe,3,0.410467511647653,1.5075224046743767,1.4043763334691575,1.6182441603678066,0.0
SMMANY_ind,bed_size_ohe,4,-0.19512091789097816,0.822735168639689,0.780668739177378,0.8670683527431198,3.1752378504279477e-13
SMMANY_ind,bed_size_ohe,5,0.4394460551318944,1.551847342499911,1.5053916011600188,1.5997366881602846,0.0
SMMANY_ind,speciality_ohe,0,-0.6564012077540872,0.5187147260349638,0.34994702959065727,0.7688734129855604,0.0010796842322811084
SMMANY_ind,speciality_ohe,1,0.10527031818768288,1.1110108962194734,0.9928203802893043,1.2432714275654915,0.06658916526223058
SMMANY_ind,speciality_ohe,2,0.01980128404628919,1.019998629886032,0.9748739707292043,1.0672120050463205,0.3910459659561156
SMMANY_ind,speciality_ohe,3,0.061126125634057345,1.063032981441167,1.0232129586698986,1.1044026661865816,0.0017005767089961488
SMMANY_ind,segment_ohe,0,0.1159793702067472,1.1229727051995542,1.0819458872152328,1.1655552385055088,1.0104397318855263e-09
SMMANY_ind,zip_code_ohe,0,-0.4116445745178439,0.6625597248170485,0.5975945260650259,0.7345873661866104,5.329070518200751e-15
SMMANY_ind,zip_code_ohe,1,-0.21374948259708146,0.8075506651796397,0.7535931602050931,0.8653715443152333,1.3758667538610325e-09
SMMANY_ind,zip_code_ohe,2,0.014097590548101103,1.0141974301921794,0.9532546240923641,1.0790363890317272,0.655687097293487
SMMANY_ind,zip_code_ohe,3,-0.5475938551606797,0.5783397066645953,0.5414562923952045,0.6177355790349894,0.0
SMMANY_ind,zip_code_ohe,4,0.25583065409663075,1.2915339934284809,1.2336490147807029,1.352135036947959,0.0
SMMANY_ind,zip_code_ohe,5,-0.11894260904360753,0.8878587543628524,0.8430861405896537,0.9350090456325428,6.6234787927665906e-06
SMMANY_ind,zip_code_ohe,6,0.2055760350740383,1.2282323661504457,1.1764868397872514,1.2822538206481935,0.0
SMMANY_ind,zip_code_ohe,7,-0.2915559678246856,0.7471001988598889,0.7104160481597683,0.7856786295612496,0.0
SMMANY_ind,zip_code_ohe,8,-0.9533044335770872,0.38546517257415297,0.36570464791141855,0.40629343957261266,0.0
SMMANY_ind,agegrp_at_event_ohe,0,0.7376842260226533,2.091087417286996,1.149976248815326,3.8023799110986682,0.015603562173789332
SMMANY_ind,agegrp_at_event_ohe,1,0.8570498895570827,2.3561993820329117,2.2235074004287974,2.4968100069384294,0.0
SMMANY_ind,agegrp_at_event_ohe,2,0.4591329282962388,1.582701074557339,1.4894221327440167,1.6818218531438154,0.0
SMMANY_ind,agegrp_at_event_ohe,3,0.3948602973789282,1.4841768330433216,1.4224448958122047,1.5485878421214576,0.0
SMMANY_ind,agegrp_at_event_ohe,4,0.15367572095360127,1.1661126795516958,1.1192651739181203,1.2149210152327259,2.0450308113595383e-13
SMMANY_ind,agegrp_at_event_ohe,5,0.10999968721753998,1.116277721306725,1.0744422150433997,1.1597421747203054,1.6589892126717132e-08
SMMANY_ind,delivery_type_ohe,0,1.1091276225081832,3.031712442772409,2.94984104692906,3.11585613917389,0.0
SMMANY_ind,los2up_ind,0,1.3597440322388537,3.895196129546179,3.6257635136778785,4.184650441319296,0.0
SMMANY_ind,los3up_ind,0,1.4512984561757551,4.268653577875846,4.138587239839075,4.402807603645149,0.0
SMMANY_ind,los4up_ind,0,1.515978912335672,4.553876791803766,4.431300981526867,4.679843215656153,0.0
SMMANY_ind,los5up_ind,0,1.59965999228308,4.951348641414491,4.796675228291889,5.111009647732038,0.0
SMMANY_ind,los6up_ind,0,1.6459764044952894,5.186071138814461,4.991278056726142,5.388466350938059,0.0
SMMANY_ind,los7up_ind,0,1.6237189445680549,5.071917466212356,4.8525959734289055,5.301151574317616,0.0
SMMANY_ind,hist_HEP_ind,0,0.5932640517592888,1.8098863472999773,1.5804781804956394,2.07259336482304,0.0
SMMANY_ind,hist_IHD_ind,0,0.8901678815380344,2.4355384989190703,1.852504318631169,3.202069609262801,1.8148038627430196e-10
SMMANY_ind,hist_AST_ind,0,0.19485253981659764,1.215131789721291,1.1548668285963768,1.2785415857738838,5.995204332975845e-14
SMMANY_ind,hist_LIV_ind,0,0.5482803967155869,1.7302750714621855,1.4067701422633077,2.128174129504027,2.082163401695425e-07
SMMANY_ind,hist_AFIB_ind,0,1.0582412911519279,2.881299164309316,2.092791784735665,3.966894812375304,8.75908234831968e-11
SMMANY_ind,hist_STR_ind,0,0.6668243812105007,1.9480412512655931,1.167007275510893,3.2517918236380323,0.010748061063217573
SMMANY_ind,hist_CKD_ind,0,1.4880192888659938,4.428315612606159,3.579966895282797,5.477698464388283,0.0
SMMANY_ind,hist_COPD_ind,0,-0.01957553739789686,0.9806148192991625,0.9099761023430335,1.0567370080963214,0.607806738976739
SMMANY_ind,hist_HTN_ind,0,0.4195731036904695,1.521311974509047,1.4375070341105858,1.6100026426768583,0.0
SMMANY_ind,hist_HF_ind,0,1.3214308000309458,3.7487812982564566,2.8057195176002097,5.008826126061772,0.0
SMMANY_ind,hist_AIDS_ind,0,0.12396792150716336,1.1319795582185992,0.6546568361602778,1.9573273346389661,0.6572572844343132
SMMANY_ind,hist_PVD_ind,0,0.7783402630430946,2.1778545983770727,1.563579025095012,3.0334575838812787,4.147381064134592e-06
SMMANY_ind,hist_RA_ind,0,0.560204644946055,1.7510308032366768,1.4476577084277114,2.117979171480913,7.874466634305577e-09
SMMANY_ind,hist_AD_ind,0,0.39997859548914233,1.4917927662050716,1.31097348033112,1.6975520029128934,1.3001208998275615e-09
SMMANY_ind,hist_DM_ind,0,0.6832561445514866,1.980315438817195,1.8344950088751004,2.1377268503022355,0.0
SMMANY_ind,hist_COVID_ind,0,0.45802504450766784,1.580948596644868,1.4674879410934807,1.7031816039121803,0.0
SMMANY_ind,hist_SUB_ind,0,-22.186038505695635,2.3159325232439021e-10,0.0,inf,0.9996740486397726
SMMANY_ind,hist_ALC_ind,0,-22.186015674700897,2.315985398890752e-10,0.0,inf,0.999900585866931
SMMANY_ind,age_at_event,0,0.019441964606737246,1.0196321903883576,1.0173148369319946,1.0219548225714692,0.0
